Date,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Month,Day,EmployeeID,Engagement_D
14Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,14,82,Muy Bajo
15Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,15,82,Medio
16Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,16,82,Medio
17Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,17,82,Medio
20Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,20,82,Medio
21Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,21,82,Medio
22Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,22,82,Medio
23Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,23,82,Medio
24Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,24,82,Medio
27Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,27,82,Medio
28Feb23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,28,82,Medio
01Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,1,82,Medio
02Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,2,82,Medio
03Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,3,82,Medio
06Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,6,82,Muy Bajo
07Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,7,82,Medio
08Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,8,82,Medio
09Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,9,82,Muy Bajo
10Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,10,82,Muy Bajo
13Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,13,82,Medio
14Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,14,82,Muy Bajo
15Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,15,82,Medio
16Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,16,82,Medio
17Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,17,82,Medio
21Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,21,82,Medio
22Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,22,82,Medio
23Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,23,82,Medio
24Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,24,82,Medio
27Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,27,82,Medio
28Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,28,82,Medio
29Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,29,82,Medio
30Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,30,82,Medio
31Mar23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,31,82,Medio
03Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,3,82,Medio
04Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,4,82,Medio
05Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,5,82,Medio
06Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,6,82,Medio
10Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,10,82,Medio
11Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,11,82,Medio
12Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,12,82,Medio
13Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,13,82,Medio
14Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,14,82,Medio
17Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,17,82,Medio
18Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,18,82,Medio
19Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,19,82,Medio
20Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,20,82,Muy Bajo
21Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,21,82,Medio
24Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,24,82,Medio
25Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,25,82,Medio
26Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,26,82,Medio
27Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,27,82,Medio
28Apr23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,28,82,Medio
02May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,2,82,Medio
03May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,3,82,Medio
04May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,4,82,Medio
05May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,5,82,Medio
08May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,8,82,Medio
09May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,9,82,Medio
10May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,10,82,Medio
11May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,11,82,Medio
12May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,12,82,Medio
15May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,15,82,Medio
16May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,16,82,Medio
17May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,17,82,Medio
18May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,18,82,Medio
19May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,19,82,Medio
22May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,22,82,Medio
23May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,23,82,Medio
24May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,24,82,Muy Bajo
25May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,25,82,Medio
26May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,26,82,Muy Bajo
29May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,29,82,Medio
30May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,30,82,Medio
31May23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,31,82,Medio
01Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,1,82,Medio
02Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,2,82,Medio
05Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,5,82,Muy Bajo
06Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,6,82,Medio
07Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,7,82,Muy Bajo
08Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,8,82,Medio
09Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,9,82,Medio
12Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,12,82,Muy Bajo
13Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,13,82,Medio
14Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,14,82,Medio
15Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,15,82,Medio
16Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,16,82,Medio
19Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,19,82,Medio
20Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,20,82,Medio
21Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,21,82,Medio
22Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,22,82,Medio
23Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,23,82,Medio
26Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,26,82,Medio
27Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,27,82,Medio
28Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,28,82,Medio
29Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,29,82,Medio
30Jun23,Quality Assurance Tester,1,MX/CDMX/CDMX,Quality Engineering,EBEPRI,ECOSYS,Fight Club Penguin,6,30,82,Muy Bajo
02Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,2,24,Muy Alto
03Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,3,24,Muy Alto
04Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,4,24,Muy Alto
05Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,5,24,Muy Alto
06Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,6,24,Muy Alto
09Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,9,24,Muy Alto
10Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,10,24,Muy Bajo
11Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,11,24,Muy Alto
12Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,12,24,Muy Alto
13Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,13,24,Muy Alto
16Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,16,24,Muy Alto
17Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,17,24,Muy Alto
18Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,18,24,Muy Alto
19Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,19,24,Muy Alto
20Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,20,24,Muy Alto
23Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,23,24,Muy Alto
24Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,24,24,Muy Alto
25Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,25,24,Muy Alto
26Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,26,24,Muy Alto
27Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,27,24,Muy Alto
30Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,30,24,Muy Alto
31Jan23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,1,31,24,Alto
01Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,1,24,Alto
02Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,2,24,Muy Bajo
03Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,3,24,Alto
07Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,7,24,Alto
08Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,8,24,Alto
09Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,9,24,Alto
10Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,10,24,Alto
13Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,13,24,Alto
14Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,14,24,Alto
15Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,15,24,Alto
16Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,16,24,Alto
17Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,17,24,Alto
20Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,20,24,Alto
21Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,21,24,Muy Bajo
22Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,22,24,Medio
23Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,23,24,Medio
24Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,24,24,Medio
27Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,27,24,Medio
28Feb23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,2,28,24,Medio
01Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,1,24,Medio
02Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,2,24,Medio
03Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,3,24,Medio
06Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,6,24,Medio
07Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,7,24,Medio
08Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,8,24,Medio
09Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,9,24,Medio
10Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,10,24,Medio
13Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,13,24,Medio
14Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,14,24,Medio
15Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,15,24,Muy Bajo
16Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,16,24,Medio
17Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,17,24,Medio
21Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,21,24,Medio
22Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,22,24,Muy Bajo
23Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,23,24,Medio
24Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,24,24,Medio
27Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,27,24,Medio
28Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,28,24,Medio
29Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,29,24,Muy Bajo
30Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,30,24,Medio
31Mar23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,3,31,24,Medio
03Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,3,24,Medio
04Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,4,24,Muy Bajo
05Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,5,24,Medio
06Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,6,24,Medio
10Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,10,24,Medio
11Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,11,24,Medio
12Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,12,24,Muy Bajo
13Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,13,24,Medio
14Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,14,24,Medio
17Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,17,24,Medio
18Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,18,24,Medio
19Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,19,24,Medio
20Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,20,24,Medio
21Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,21,24,Medio
24Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,24,24,Medio
25Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,25,24,Muy Bajo
26Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,26,24,Medio
27Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,27,24,Medio
28Apr23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,4,28,24,Medio
02May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,2,24,Medio
03May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,3,24,Muy Bajo
04May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,4,24,Muy Bajo
05May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,5,24,Medio
08May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,8,24,Medio
09May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,9,24,Medio
10May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,10,24,Muy Bajo
11May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,11,24,Muy Bajo
12May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,12,24,Medio
15May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,15,24,Medio
16May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,16,24,Muy Bajo
17May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,17,24,Medio
18May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,18,24,Medio
19May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,19,24,Medio
22May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,22,24,Medio
23May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,23,24,Medio
24May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,24,24,Medio
25May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,25,24,Medio
26May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,26,24,Medio
29May23,Software Developer,0,MX/CDMX/CDMX,Engineering,EBEPRI,ECOSYS,Fight Club Penguin,5,29,24,Medio
